session_name,topic,practice_url,question_number,question,option_1,option_2,option_3
Introduction to Statistics,Theory,https://practice.datacamp.com/p/758,2,"In a study analyzing the relationship between coffee consumption and heart health, researchers found that people who drink more coffee also tend to have better heart health. However, a later study found that younger people tend to drink more coffee and that this has likely influenced the relationship between coffee and heart health. Which of the variables was the confounding variable in this study?",There was no confounding variable in this study,Age,Coffee consumption
Introduction to Statistics,Theory,https://practice.datacamp.com/p/758,3,"In a study analyzing the relationship between coffee consumption and heart health, researchers found that people who drink more coffee also tend to have better heart health. However, a later study found that younger people tend to drink more coffee and that this has likely influenced the relationship between coffee and heart health. Which of the variables was the confounding variable in this study?",There was no confounding variable in this study,Age,Coffee consumption
You are using the Anthropic Messages API to troubleshoot a website slowdown over two turns.,Claude,https://app.datacamp.com/learn/practice/p/c28c0207-bf99-49c4-926a-c290817613a9,1,"You are using the Anthropic Messages API to troubleshoot a website slowdown over two turns. Turn 1: You tell the assistant: “Our Aurora registration site pages take 8–10 seconds to load. Help troubleshoot.” Turn 2: You discover it only happens on the homepage with an image gallery, and you want to ask again with that added detail. Which code pattern best preserves context so the assistant can use both turns?","from anthropic import Anthropic client = Anthropic() messages = [ {""role"": ""user"", ""content"": ""Our Aurora registration site pages take 8–10 seconds to load. Help troubleshoot.""} # First call here... # Now you want to send the follow-up detail Call the API a second time without passing any messages; the model will remember the previous call automatically Append the new user message to the existing messages list, then call the API again with the full messages list Start a brand-new messages list for the second call, and mention “as I said before” without including prior text Replace the messages list with only the new detail, then call the API again so it focuses on the latest info Keyboard Shortcuts List",,
You are using the Anthropic Messages API to troubleshoot a website slowdown over two turns.,Claude,https://app.datacamp.com/learn/practice/p/c28c0207-bf99-49c4-926a-c290817613a9,2,"You are using the Anthropic Messages API to troubleshoot a website slowdown over two turns. Turn 1: You tell the assistant: “Our Aurora registration site pages take 8–10 seconds to load. Help troubleshoot.” Turn 2: You discover it only happens on the homepage with an image gallery, and you want to ask again with that added detail. Which code pattern best preserves context so the assistant can use both turns?","from anthropic import Anthropic client = Anthropic() messages = [ {""role"": ""user"", ""content"": ""Our Aurora registration site pages take 8–10 seconds to load. Help troubleshoot.""} # First call here... # Now you want to send the follow-up detail Call the API a second time without passing any messages; the model will remember the previous call automatically Append the new user message to the existing messages list, then call the API again with the full messages list Start a brand-new messages list for the second call, and mention “as I said before” without including prior text Replace the messages list with only the new detail, then call the API again so it focuses on the latest info Keyboard Shortcuts List",,
You are using the Anthropic Messages API to troubleshoot a website slowdown over two turns.,Claude,https://app.datacamp.com/learn/practice/p/c28c0207-bf99-49c4-926a-c290817613a9,3,"You are using the Anthropic Messages API to troubleshoot a website slowdown over two turns. Turn 1: You tell the assistant: “Our Aurora registration site pages take 8–10 seconds to load. Help troubleshoot.” Turn 2: You discover it only happens on the homepage with an image gallery, and you want to ask again with that added detail. Which code pattern best preserves context so the assistant can use both turns?","from anthropic import Anthropic client = Anthropic() messages = [ {""role"": ""user"", ""content"": ""Our Aurora registration site pages take 8–10 seconds to load. Help troubleshoot.""} # First call here... # Now you want to send the follow-up detail Call the API a second time without passing any messages; the model will remember the previous call automatically Append the new user message to the existing messages list, then call the API again with the full messages list Start a brand-new messages list for the second call, and mention “as I said before” without including prior text Replace the messages list with only the new detail, then call the API again so it focuses on the latest info Keyboard Shortcuts List",,
Report an issue,Python,https://practice.datacamp.com/p/709,1,Let's Practice Introduction to Statistics in Python Get 5 Challenges Correct z No Time Limits Earn XP,Let's Practice Introduction to Statistics in Python Get 5 Challenges Correct No Time Limits Earn XP,,
Introduction to Statistics in Python,Python,https://practice.datacamp.com/p/709,2,"Using scipy.stats in the following Python script, calculate the probability of getting exactly successes out of trials with a success probability of 0.6. Complete the code to return the output from scipy.stats import binom prob = binom. ?","(3,10,0.6) Fill in the blanks cdf",rvs,pmf
Introduction to Statistics in Python,Python,https://practice.datacamp.com/p/709,3,"Using scipy.stats in the following Python script, calculate the probability of getting exactly successes out of trials with a success probability of 0.6. Complete the code to return the output from scipy.stats import binom prob = binom. ?","(3,10,0.6) Fill in the blanks cdf",rvs,pmf
You'll analyze EcoGreen registration growth by region. Start by importing pandas as pd.,Microsoft Copilot,https://app.datacamp.com/learn/practice/p/1038404f-4303-4573-a45f-2371051feb11,1,You'll analyze EcoGreen registration growth by region. Start by importing pandas as pd. # Build your code below: from pandas import DataFrame as pd import numpy as pd import pandas as pd import pandas,You'll analyze EcoGreen registration growth by region. Start by importing pandas as pd. # Build your code below: from pandas import DataFrame as pd import numpy as pd import pandas as pd import pandas,,
You'll analyze EcoGreen registration growth by region. Start by importing pandas as pd.,Microsoft Copilot,https://app.datacamp.com/learn/practice/p/1038404f-4303-4573-a45f-2371051feb11,2,You'll analyze EcoGreen registration growth by region. Start by importing pandas as pd. # Build your code below: from pandas import DataFrame as pd import numpy as pd import pandas as pd import pandas,You'll analyze EcoGreen registration growth by region. Start by importing pandas as pd. # Build your code below: from pandas import DataFrame as pd import numpy as pd import pandas as pd import pandas,,
You'll analyze EcoGreen registration growth by region. Start by importing pandas as pd.,Microsoft Copilot,https://app.datacamp.com/learn/practice/p/1038404f-4303-4573-a45f-2371051feb11,3,You'll analyze EcoGreen registration growth by region. Start by importing pandas as pd. # Build your code below: from pandas import DataFrame as pd import numpy as pd import pandas as pd import pandas,You'll analyze EcoGreen registration growth by region. Start by importing pandas as pd. # Build your code below: from pandas import DataFrame as pd import numpy as pd import pandas as pd import pandas,,
Report an issue,Python,https://practice.datacamp.com/p/531,1,Let's Practice Joining Data with pandas Get 5 Challenges Correct z No Time Limits Earn XP,Let's Practice Joining Data with pandas Get 5 Challenges Correct No Time Limits Earn XP,,
Joining Data with pandas,Python,https://practice.datacamp.com/p/531,2,"The books dataset contains information about each book, including the title, number of pages, and author. The prices dataset contains the prices for different versions of book titles from the books dataset. The following preview shows the first few rows of these datasets. books book_id                  title  num_pages          author 0  142000671        Of Mice and Men        352  John Steinbeck 1  261103288             The Hobbit        277  J.R.R. Tolkien 2  618517650  The Lord of the Rings       1184  J.R.R. Tolkien prices book_id            title    version  price 0  142000671  Of Mice and Men     Kindle   9.99 1  142000671  Of Mice and Men  Hardcover  20.30 2  261103288       The Hobbit  Paperback  14.37 Complete the code to return the output ?",".merge( , on= , suffixes=('_books', '_prices')) books_prices.columns Index(['book_id', 'title_books', 'num_pages', 'author', 'title_prices', 'version', 'price'], dtype='object') Fill in the blanks books_prices",'book_id','price'
